step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,t_average_density,agents_total_stopped,agents_total_accumulated_waiting_time,agents_average_density
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0
18.0,9,31.0,2.5833333333333335,3.478969964356262,9,31.0,4.322944040697137e-05,0.05943994364212751,9,31.0,0.05943994364212751
36.0,12,147.0,7.35,3.3065049858278392,12,147.0,0.1219200311286255,0.11227544910179642,12,147.0,0.11227544910179642
52.0,12,222.0,8.222222222222221,6.0942961916595495,12,222.0,0.257773045607697,0.12548432546671365,12,222.0,0.12548432546671365
68.0,14,206.0,7.103448275862069,6.766753725400404,14,206.0,0.2728392956733697,0.13208876364917227,14,206.0,0.13208876364917227
86.0,13,213.0,7.1,6.830702458836547,13,213.0,0.3087077332499567,0.14529764001408949,13,213.0,0.14529764001408949
104.0,16,339.0,10.935483870967742,6.526806455743607,16,339.0,0.30202326264762586,0.1585065163790067,16,339.0,0.1585065163790067
120.0,16,263.0,9.392857142857142,4.700148088725801,16,266.0,0.07003552913718217,0.12548432546671365,16,266.0,0.12548432546671365
136.0,16,236.0,7.866666666666666,5.6672757014085615,16,237.0,0.13008511000260084,0.13208876364917224,16,237.0,0.13208876364917224
154.0,15,269.0,8.966666666666667,5.553739083186381,15,270.0,0.1435551592143299,0.13869320183163084,15,270.0,0.13869320183163084
172.0,14,304.0,9.806451612903226,6.10881782772178,14,305.0,0.2017921151494882,0.14529764001408949,14,305.0,0.14529764001408949
188.0,14,254.0,8.758620689655173,5.702874640043839,14,260.0,0.2105530275733634,0.13869320183163086,14,260.0,0.13869320183163086
204.0,15,235.0,7.580645161290323,5.515039056502685,15,240.0,0.1955735327419471,0.1519020781965481,15,240.0,0.1519020781965481
222.0,15,272.0,8.5,6.677727882033473,15,272.0,0.3212400773755338,0.15190207819654808,15,272.0,0.15190207819654808
240.0,15,290.0,10.74074074074074,5.71275968252018,15,290.0,0.14792907153633533,0.11887988728425503,15,290.0,0.11887988728425503
256.0,15,225.0,8.035714285714286,5.777244162642888,15,225.0,0.16621447962599595,0.12548432546671365,15,225.0,0.12548432546671365
272.0,14,214.0,7.925925925925926,5.343895920013714,14,214.0,0.23023310023320998,0.13869320183163086,14,214.0,0.13869320183163086
290.0,15,275.0,9.166666666666666,6.440516588630069,15,275.0,0.25117968060905416,0.13869320183163084,15,275.0,0.13869320183163084
295.0,11,170.0,5.666666666666667,5.439635255805219,11,259.0,0.26085979470773907,0.15190207819654808,11,259.0,0.15190207819654808
311.0,15,323.0,11.535714285714286,4.816710617390275,15,323.0,0.20764450855993385,0.15190207819654808,15,323.0,0.15190207819654808
327.0,15,291.0,9.09375,6.746283003188024,15,297.0,0.32733037247507535,0.1585065163790067,15,297.0,0.1585065163790067
343.0,15,247.0,7.484848484848484,6.789319538868296,15,247.0,0.3142385542613314,0.1519020781965481,15,247.0,0.1519020781965481
361.0,16,270.0,9.310344827586206,6.358068602639283,16,270.0,0.2727387348647651,0.14529764001408946,16,270.0,0.14529764001408946
379.0,17,294.0,10.88888888888889,4.656799130510247,17,294.0,0.14343327086828978,0.13208876364917224,17,294.0,0.13208876364917224
395.0,14,259.0,8.931034482758621,5.174488779165741,14,259.0,0.1489901647581031,0.13869320183163086,14,259.0,0.13869320183163086
411.0,14,233.0,7.766666666666667,6.662449727772465,14,233.0,0.32668474872885833,0.14529764001408949,14,233.0,0.14529764001408949
429.0,14,243.0,8.379310344827585,6.498549153842549,14,243.0,0.2835117039074339,0.13208876364917224,14,243.0,0.13208876364917224
447.0,14,257.0,7.787878787878788,7.11173397060676,14,257.0,0.3410310422102695,0.15190207819654808,14,257.0,0.15190207819654808
463.0,16,263.0,8.483870967741936,5.96848640035673,16,265.0,0.26676484338407397,0.1519020781965481,16,265.0,0.1519020781965481
479.0,16,255.0,9.107142857142858,4.725379247061964,16,255.0,0.05628334154259209,0.12548432546671365,16,255.0,0.12548432546671365
497.0,17,265.0,9.137931034482758,5.1232497437866735,17,265.0,0.13769680189093186,0.13208876364917224,17,265.0,0.13208876364917224
502.0,12,173.0,5.580645161290323,5.6000750341132495,12,259.0,0.31072322061576424,0.16511095456146532,12,259.0,0.16511095456146532
518.0,17,326.0,10.516129032258064,5.432772591012179,17,326.0,0.21489665005127426,0.1585065163790067,17,326.0,0.1585065163790067
534.0,15,283.0,8.085714285714285,6.850289553536083,15,283.0,0.3359274358713288,0.17171539274392394,15,283.0,0.17171539274392394
550.0,16,281.0,9.366666666666667,5.922759845205203,16,282.0,0.2554139617248907,0.14529764001408949,16,282.0,0.14529764001408949
569.0,16,283.0,8.323529411764707,6.622633430155595,16,284.0,0.2797641127442428,0.1585065163790067,16,284.0,0.1585065163790067
587.0,14,334.0,9.823529411764707,6.68757846471606,14,334.0,0.35091228033014416,0.17171539274392392,14,334.0,0.17171539274392392
603.0,15,312.0,8.432432432432432,7.571912319986021,15,315.0,0.4254174623229287,0.18492426910884116,15,315.0,0.18492426910884116
619.0,17,268.0,8.64516129032258,6.001899607476601,17,274.0,0.22977203815860955,0.1519020781965481,17,274.0,0.1519020781965481
637.0,17,303.0,8.911764705882353,5.800798979627355,17,308.0,0.2608557449214527,0.1717153927439239,17,308.0,0.1717153927439239
655.0,17,343.0,10.393939393939394,5.490103503754086,17,348.0,0.24109954320798463,0.16511095456146532,17,348.0,0.16511095456146532
671.0,16,269.0,7.911764705882353,6.193034769352584,16,271.0,0.22964926929702148,0.1585065163790067,16,271.0,0.1585065163790067
687.0,15,262.0,7.705882352941177,6.324116480422622,15,268.0,0.32728101645627333,0.16511095456146532,15,268.0,0.16511095456146532
705.0,15,291.0,8.083333333333334,7.195302696519196,15,291.0,0.4164469795133748,0.18492426910884113,15,291.0,0.18492426910884113
723.0,16,322.0,8.944444444444445,7.146520020965416,16,322.0,0.39982278853650155,0.19152870729129975,16,322.0,0.19152870729129975
739.0,17,276.0,9.2,5.348753605454822,17,278.0,0.15881510841396218,0.13869320183163086,17,278.0,0.13869320183163086
755.0,15,266.0,8.866666666666667,4.771158501104924,15,266.0,0.09831066995326712,0.1386932018316309,15,266.0,0.1386932018316309
773.0,14,273.0,8.272727272727273,6.509916642039814,14,273.0,0.265559299490306,0.15190207819654808,14,273.0,0.15190207819654808
791.0,14,287.0,8.96875,6.264764124865945,14,287.0,0.29721132539189665,0.1651109545614653,14,287.0,0.1651109545614653
807.0,16,269.0,8.40625,6.547191588425668,16,276.0,0.3242801215010319,0.16511095456146532,16,276.0,0.16511095456146532
823.0,17,283.0,8.84375,6.338853579351958,17,285.0,0.2614136614824852,0.1585065163790067,17,285.0,0.1585065163790067
841.0,17,303.0,10.1,5.6570796893957125,17,303.0,0.19047727298504843,0.13869320183163084,17,303.0,0.13869320183163084
859.0,16,296.0,10.571428571428571,5.720152742747591,16,296.0,0.19816153466881176,0.13208876364917224,16,296.0,0.13208876364917224
