step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,t_average_density,agents_total_stopped,agents_total_accumulated_waiting_time,agents_average_density
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0
16.0,7,15.0,1.25,3.406607369149111,7,15.0,0.01095676744674588,0.05943994364212751,7,15.0,0.05943994364212751
32.0,7,105.0,5.0,6.233018231472995,7,105.0,0.3306799605338213,0.1122754491017964,7,105.0,0.1122754491017964
48.0,11,198.0,7.333333333333333,6.691742927321948,11,198.0,0.32500204854235226,0.13208876364917224,11,198.0,0.13208876364917224
64.0,12,214.0,7.379310344827586,5.565155926533542,12,214.0,0.19106370241138157,0.13208876364917224,12,214.0,0.13208876364917224
83.0,13,270.0,9.642857142857142,5.48706820475154,13,270.0,0.2583709428242495,0.14529764001408949,13,270.0,0.14529764001408949
102.0,15,272.0,8.774193548387096,5.824217090105063,15,272.0,0.24360944523574335,0.1519020781965481,15,272.0,0.1519020781965481
118.0,16,252.0,8.689655172413794,5.3253105401667895,16,252.0,0.09114526072875444,0.12548432546671365,16,252.0,0.12548432546671365
134.0,11,226.0,7.533333333333333,5.730657103680868,11,226.0,0.19174843958312837,0.13869320183163086,11,226.0,0.13869320183163086
153.0,18,415.0,14.821428571428571,3.851312646629524,18,415.0,0.21693797404393922,0.16511095456146532,18,415.0,0.16511095456146532
170.0,15,294.0,8.647058823529411,6.153412581838005,15,305.0,0.23943737139834986,0.15850651637900667,15,305.0,0.15850651637900667
189.0,18,342.0,10.6875,4.774532685199911,18,353.0,0.1337537747865171,0.15190207819654808,18,353.0,0.15190207819654808
205.0,21,502.0,14.342857142857143,4.511675709704353,21,513.0,0.1369144537145532,0.17831983092638254,21,513.0,0.17831983092638254
221.0,19,404.0,10.91891891891892,5.84752483854056,19,440.0,0.264474248604658,0.18492426910884113,19,440.0,0.18492426910884113
240.0,20,356.0,11.125,4.517765100670169,20,394.0,0.15418017136698656,0.16511095456146532,20,394.0,0.16511095456146532
256.0,22,372.0,10.333333333333334,4.482767747268841,22,410.0,0.12338841602048578,0.17831983092638254,22,410.0,0.17831983092638254
272.0,24,488.0,13.942857142857143,3.542355348629907,24,526.0,0.11873555558847233,0.19152870729129978,24,526.0,0.19152870729129978
288.0,19,425.0,11.18421052631579,4.771814087206903,19,485.0,0.18862570135559392,0.19152870729129975,19,485.0,0.19152870729129975
307.0,20,396.0,11.0,5.239691330448011,20,428.0,0.25945055497830277,0.19152870729129973,20,428.0,0.19152870729129973
326.0,21,439.0,11.256410256410257,5.333175011914142,21,472.0,0.22102420583910487,0.1981331454737584,21,472.0,0.1981331454737584
342.0,24,537.0,12.785714285714286,5.552070544313998,24,571.0,0.2515246838726168,0.21794646002113424,24,571.0,0.21794646002113424
358.0,23,488.0,13.555555555555555,3.8940966614590957,23,541.0,0.08758724655567779,0.1783198309263825,23,541.0,0.1783198309263825
377.0,23,415.0,11.857142857142858,4.226290623468573,23,453.0,0.07734369875390307,0.17171539274392392,23,453.0,0.17171539274392392
396.0,21,408.0,11.333333333333334,4.62744085093429,21,446.0,0.15438132839325075,0.18492426910884116,21,446.0,0.18492426910884116
412.0,23,491.0,12.921052631578947,5.014866269704398,23,529.0,0.1847147839316329,0.19152870729129978,23,529.0,0.19152870729129978
428.0,21,440.0,11.282051282051283,5.414583267971958,21,504.0,0.21757569012899014,0.19813314547375838,21,504.0,0.19813314547375838
447.0,21,422.0,10.820512820512821,5.809573105022221,21,462.0,0.291094180501751,0.2113420218386756,21,462.0,0.2113420218386756
464.0,21,440.0,11.0,5.761528096975494,21,497.0,0.2902005935879535,0.2113420218386756,21,497.0,0.2113420218386756
480.0,23,488.0,13.555555555555555,3.8231403059332134,23,547.0,0.03159537958686831,0.17171539274392392,23,547.0,0.17171539274392392
496.0,22,467.0,12.621621621621621,4.478075037508586,22,534.0,0.15514042694491648,0.19152870729129975,22,534.0,0.19152870729129975
515.0,21,459.0,13.114285714285714,4.326835238319363,21,511.0,0.1876503008504964,0.19152870729129973,21,511.0,0.19152870729129973
534.0,23,448.0,10.666666666666666,5.504168259870064,23,505.0,0.26641403897079313,0.22455089820359286,23,505.0,0.22455089820359286
550.0,24,511.0,12.775,4.502685460053496,24,566.0,0.13175063140046067,0.19813314547375835,24,566.0,0.19813314547375835
566.0,23,511.0,12.775,4.505740395174459,23,592.0,0.18412363463142556,0.204737583656217,23,592.0,0.204737583656217
585.0,20,484.0,11.0,6.557025702963256,20,541.0,0.3318732917037934,0.2245508982035928,20,541.0,0.2245508982035928
604.0,19,427.0,9.930232558139535,6.511852602790514,19,476.0,0.34508000875360517,0.22455089820359284,19,476.0,0.22455089820359284
620.0,23,471.0,11.775,5.461988513781264,23,522.0,0.22531732871278654,0.20473758365621697,23,522.0,0.20473758365621697
636.0,21,450.0,11.842105263157896,4.728520403576423,21,499.0,0.13524466871147042,0.18492426910884116,21,499.0,0.18492426910884116
655.0,22,498.0,12.76923076923077,5.2528079696951915,22,544.0,0.2130039280546246,0.19813314547375838,22,544.0,0.19813314547375838
674.0,20,401.0,10.552631578947368,5.609997225816156,20,445.0,0.2629959708158393,0.1981331454737584,20,445.0,0.1981331454737584
690.0,20,440.0,11.282051282051283,5.0079826695334,20,493.0,0.2149470046702495,0.204737583656217,20,493.0,0.204737583656217
706.0,19,416.0,10.146341463414634,6.342940853108469,19,460.0,0.3488338831971211,0.21794646002113421,19,460.0,0.21794646002113421
725.0,20,481.0,11.452380952380953,6.623052327324604,20,525.0,0.3576857067942356,0.2179464600211342,20,525.0,0.2179464600211342
744.0,18,405.0,10.384615384615385,6.4674267310068165,18,450.0,0.35023311995757733,0.20473758365621697,18,450.0,0.20473758365621697
760.0,22,428.0,11.567567567567568,5.2046112131998,22,477.0,0.18305971222435322,0.18492426910884116,22,477.0,0.18492426910884116
776.0,21,389.0,10.236842105263158,5.394196466105708,21,456.0,0.24868755748485036,0.20473758365621697,21,456.0,0.20473758365621697
