step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,t_average_density,agents_total_stopped,agents_total_accumulated_waiting_time,agents_average_density
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0
16.0,6,12.0,1.0,3.11175716844048,6,12.0,0.010084189821463398,0.05943994364212751,6,12.0,0.05943994364212751
34.0,11,120.0,6.315789473684211,3.963256333020493,11,120.0,0.17616022449493718,0.1056710109193378,11,120.0,0.1056710109193378
50.0,10,204.0,7.555555555555555,6.603035048581291,10,204.0,0.34089288862641504,0.13869320183163086,10,204.0,0.13869320183163086
66.0,13,204.0,6.8,6.2335602594612025,13,204.0,0.2511802415970515,0.14529764001408949,13,204.0,0.14529764001408949
84.0,15,250.0,8.333333333333334,5.955389756983772,15,250.0,0.23959949970217573,0.14529764001408949,15,250.0,0.14529764001408949
102.0,15,315.0,9.84375,6.325194576233937,15,315.0,0.2803564475100252,0.15190207819654808,15,315.0,0.15190207819654808
118.0,13,242.0,8.642857142857142,5.168522631878381,13,242.0,0.11484119094124956,0.12548432546671365,13,242.0,0.12548432546671365
134.0,11,218.0,7.266666666666667,5.7825610198534925,11,218.0,0.15760397691814831,0.13869320183163086,11,218.0,0.13869320183163086
152.0,15,272.0,8.774193548387096,6.085907414588,15,272.0,0.23624873062048063,0.14529764001408946,15,272.0,0.14529764001408946
170.0,14,330.0,11.379310344827585,5.073890944941132,14,330.0,0.1967420916031001,0.14529764001408946,14,330.0,0.14529764001408946
186.0,13,223.0,7.193548387096774,6.400045262142298,13,237.0,0.25979439398461035,0.14529764001408949,13,237.0,0.14529764001408949
202.0,15,225.0,6.818181818181818,6.182269544093751,15,234.0,0.3036563990190641,0.1651109545614653,15,234.0,0.1651109545614653
220.0,17,290.0,9.666666666666666,5.812543986050851,17,297.0,0.2125678040938572,0.14529764001408946,17,297.0,0.14529764001408946
238.0,17,347.0,11.566666666666666,5.539345075566799,17,354.0,0.09411096386835424,0.13208876364917224,17,354.0,0.13208876364917224
254.0,14,271.0,9.033333333333333,5.034275951634405,14,285.0,0.10186735635822311,0.13869320183163086,14,285.0,0.13869320183163086
270.0,15,256.0,8.0,5.531963598617414,15,270.0,0.22513989189636205,0.1585065163790067,15,270.0,0.1585065163790067
288.0,16,313.0,10.433333333333334,5.47678057644353,16,327.0,0.22439463558891137,0.1519020781965481,16,327.0,0.1519020781965481
306.0,17,368.0,11.5,6.127700321373535,17,382.0,0.2556756257006072,0.15850651637900667,17,382.0,0.15850651637900667
322.0,12,263.0,7.735294117647059,6.903643694306424,12,294.0,0.3861598396254979,0.1783198309263825,12,294.0,0.1783198309263825
338.0,16,272.0,8.5,5.172378395626744,16,282.0,0.1526768673126134,0.15190207819654808,16,282.0,0.15190207819654808
356.0,21,336.0,10.838709677419354,3.9022167649213344,21,346.0,0.041094231678948503,0.14529764001408946,21,346.0,0.14529764001408946
374.0,19,439.0,14.633333333333333,3.8542366271771797,19,439.0,0.07993774926041865,0.1519020781965481,19,439.0,0.1519020781965481
390.0,10,258.0,7.588235294117647,7.736289986559719,10,268.0,0.3571160481837793,0.1519020781965481,10,268.0,0.1519020781965481
406.0,14,200.0,6.0606060606060606,7.098676729384549,14,215.0,0.32944106375467425,0.1585065163790067,14,215.0,0.1585065163790067
424.0,17,275.0,8.870967741935484,5.493189465082649,17,285.0,0.19093067046820805,0.15190207819654808,17,285.0,0.15190207819654808
442.0,15,339.0,10.59375,5.853489307105227,15,339.0,0.24939886698983502,0.1585065163790067,15,339.0,0.1585065163790067
458.0,14,288.0,9.0,5.809984295604319,14,288.0,0.21392080745404693,0.15190207819654808,14,288.0,0.15190207819654808
474.0,13,276.0,8.903225806451612,5.422783659838038,13,276.0,0.1982774114917412,0.1519020781965481,13,276.0,0.1519020781965481
492.0,14,287.0,8.96875,5.857874673152324,14,287.0,0.2138786956194947,0.15190207819654808,14,287.0,0.15190207819654808
510.0,13,309.0,9.363636363636363,6.737196674517183,13,309.0,0.324446508946936,0.16511095456146532,13,309.0,0.16511095456146532
526.0,14,278.0,8.6875,6.439380592192148,14,283.0,0.268380904574563,0.15190207819654808,14,283.0,0.15190207819654808
542.0,14,287.0,8.441176470588236,5.87060846749549,14,290.0,0.23965744063128555,0.16511095456146532,14,290.0,0.16511095456146532
560.0,15,299.0,9.966666666666667,5.8847317454152615,15,302.0,0.24530592511676322,0.15190207819654808,15,302.0,0.15190207819654808
578.0,16,323.0,10.09375,6.356682115891726,16,327.0,0.29555865631549294,0.1585065163790067,16,327.0,0.1585065163790067
594.0,16,319.0,9.96875,5.540968357483902,16,322.0,0.21058361093772973,0.1585065163790067,16,322.0,0.1585065163790067
610.0,14,295.0,9.21875,6.569043330591649,14,306.0,0.3340953513555474,0.16511095456146532,14,306.0,0.16511095456146532
628.0,14,293.0,8.878787878787879,7.036088947607494,14,293.0,0.366661310168739,0.1585065163790067,14,293.0,0.1585065163790067
