step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,t_average_density,agents_total_stopped,agents_total_accumulated_waiting_time,agents_average_density
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0
18.0,9,32.0,2.6666666666666665,3.261058337620506,9,32.0,0.0005974997944760491,0.05943994364212751,9,32.0,0.05943994364212751
36.0,10,144.0,6.260869565217392,4.660955302854265,10,144.0,0.19567250707539527,0.11887988728425501,10,144.0,0.11887988728425501
52.0,14,225.0,8.333333333333334,5.769070286659481,14,225.0,0.24206989434214057,0.13208876364917227,14,225.0,0.13208876364917227
68.0,15,229.0,7.633333333333334,6.721266010728541,15,229.0,0.2693480936406695,0.1386932018316309,15,229.0,0.1386932018316309
86.0,15,264.0,8.516129032258064,6.113765369264558,15,264.0,0.252054616830718,0.14529764001408946,15,264.0,0.14529764001408946
104.0,15,294.0,9.483870967741936,6.444213675745451,15,294.0,0.31507865691532116,0.15190207819654808,15,294.0,0.15190207819654808
120.0,15,270.0,10.0,4.817324219100803,15,270.0,0.051915936616329046,0.11887988728425503,15,270.0,0.11887988728425503
136.0,14,220.0,7.857142857142857,5.593447809753946,14,220.0,0.18049931353430443,0.13208876364917227,14,220.0,0.13208876364917227
154.0,13,233.0,7.516129032258065,6.170521433756046,13,233.0,0.2244017435596103,0.13869320183163086,13,233.0,0.13869320183163086
172.0,13,251.0,8.366666666666667,5.947343158432013,13,251.0,0.21217002720862463,0.13869320183163086,13,251.0,0.13869320183163086
190.0,16,292.0,10.068965517241379,4.981659888169274,16,292.0,0.15418849060069026,0.13869320183163086,16,292.0,0.13869320183163086
206.0,15,264.0,8.8,5.5887038488745535,15,264.0,0.17074812750618046,0.1386932018316309,15,264.0,0.1386932018316309
224.0,14,264.0,8.0,6.696150261922271,14,264.0,0.32902048707334397,0.1585065163790067,14,264.0,0.1585065163790067
243.0,14,262.0,7.705882352941177,6.980728673899318,14,262.0,0.38458556054068177,0.17171539274392392,14,262.0,0.17171539274392392
259.0,13,242.0,8.642857142857142,6.250111240741807,13,242.0,0.24407460332042033,0.13208876364917227,13,242.0,0.13208876364917227
275.0,14,207.0,7.666666666666667,5.252194847849864,14,207.0,0.14958693121819003,0.12548432546671362,14,207.0,0.12548432546671362
293.0,15,245.0,7.903225806451613,5.84445813314444,15,245.0,0.22218934503237875,0.15190207819654808,15,245.0,0.15190207819654808
311.0,14,301.0,9.121212121212121,5.5453438426739305,14,301.0,0.21846556089058347,0.15850651637900667,14,301.0,0.15850651637900667
327.0,16,340.0,10.303030303030303,6.846165558237038,16,340.0,0.30191203730780375,0.1585065163790067,16,340.0,0.1585065163790067
343.0,15,240.0,7.0588235294117645,6.9544250494466695,15,248.0,0.3490677339045889,0.16511095456146532,15,248.0,0.16511095456146532
361.0,17,281.0,9.064516129032258,5.750357737254558,17,284.0,0.22727391582637615,0.14529764001408946,17,284.0,0.14529764001408946
379.0,18,320.0,11.03448275862069,5.141092977022944,18,323.0,0.1369224856192333,0.13869320183163086,18,323.0,0.13869320183163086
395.0,16,311.0,10.366666666666667,4.923703186641421,16,314.0,0.11513797993001708,0.13869320183163086,16,314.0,0.13869320183163086
413.0,14,260.0,8.387096774193548,6.347416102334806,14,260.0,0.31243228948595053,0.1585065163790067,14,260.0,0.1585065163790067
431.0,14,280.0,8.484848484848484,6.267042758960173,14,280.0,0.30758183228180747,0.1651109545614653,14,280.0,0.1651109545614653
449.0,15,299.0,9.06060606060606,6.5477564286354415,15,299.0,0.334467249967755,0.17171539274392392,15,299.0,0.17171539274392392
465.0,16,296.0,8.457142857142857,7.003587561129904,16,300.0,0.37015709567126326,0.17831983092638257,16,300.0,0.17831983092638257
481.0,19,307.0,9.303030303030303,5.869694721395289,19,311.0,0.20305657742201735,0.1585065163790067,19,311.0,0.1585065163790067
499.0,18,330.0,11.0,4.79089064671009,18,334.0,0.13932580146682552,0.14529764001408946,18,334.0,0.14529764001408946
517.0,17,341.0,10.333333333333334,5.825915257728783,17,345.0,0.24993287028764133,0.16511095456146532,17,345.0,0.16511095456146532
533.0,14,240.0,7.2727272727272725,6.973634174383394,14,251.0,0.3237117359868283,0.1651109545614653,14,251.0,0.1651109545614653
549.0,17,254.0,8.758620689655173,5.249916114050544,17,254.0,0.16270806787207587,0.13869320183163086,17,254.0,0.13869320183163086
567.0,16,330.0,9.705882352941176,5.867953246533569,16,330.0,0.2327880060195441,0.1585065163790067,16,330.0,0.1585065163790067
585.0,15,349.0,9.432432432432432,7.234422480507638,15,349.0,0.3989946141741418,0.18492426910884113,15,349.0,0.18492426910884113
601.0,16,289.0,8.757575757575758,6.733222852196529,16,292.0,0.31329088333976435,0.15850651637900673,16,292.0,0.15850651637900673
617.0,17,259.0,8.35483870967742,5.222119407257086,17,260.0,0.15258921101313339,0.14529764001408949,17,260.0,0.14529764001408949
635.0,16,302.0,10.785714285714286,4.59093298049835,16,303.0,0.09848390219245581,0.13869320183163084,16,303.0,0.13869320183163084
653.0,15,312.0,9.454545454545455,5.965516776718737,15,313.0,0.19625767502718502,0.14529764001408949,15,313.0,0.14529764001408949
669.0,14,257.0,8.566666666666666,6.0407759388253846,14,265.0,0.2613554075111401,0.13869320183163086,14,265.0,0.13869320183163086
685.0,14,234.0,7.548387096774194,6.4628104012793335,14,237.0,0.28786883938606833,0.1519020781965481,14,237.0,0.1519020781965481
703.0,15,274.0,8.838709677419354,6.360435046665907,15,274.0,0.3247243892153924,0.1585065163790067,15,274.0,0.1585065163790067
721.0,16,298.0,9.612903225806452,6.2222831140365775,16,298.0,0.2980372626263222,0.15190207819654808,16,298.0,0.15190207819654808
739.0,17,274.0,10.148148148148149,4.913503522649311,17,274.0,0.10543652596415772,0.12548432546671365,17,274.0,0.12548432546671365
755.0,15,254.0,9.071428571428571,4.706822356690745,15,254.0,0.0783733281964686,0.12548432546671365,15,254.0,0.12548432546671365
773.0,12,251.0,8.655172413793103,6.308907057944301,12,251.0,0.2738779382989007,0.14529764001408949,12,251.0,0.14529764001408949
791.0,12,234.0,7.548387096774194,7.019562569289029,12,234.0,0.29905613621598887,0.14529764001408946,12,234.0,0.14529764001408946
